name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york city,2025-04-25,24.3,15.9,19.7,24.3,15.9,19.7,7.5,46.3,0,0,0,,0,0,46.4,23.4,186.3,1021.7,33.8,16,242.5,21.1,9,,2025-04-25T06:02:15,2025-04-25T19:46:24,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-26,22.3,14.7,18.4,22.3,14.7,18.4,14.3,78,18.399,100,33.33,rain,0,0,90.7,31.8,225.6,1010.1,90.9,13.6,81.2,7,3,,2025-04-26T06:00:53,2025-04-26T19:47:27,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-27,14.9,9.2,12.5,14.9,6.1,12.2,0.4,43.7,0,0,0,,0,0,73.3,43.7,302.6,1014.5,59.7,16,254.8,22.1,10,,2025-04-27T05:59:31,2025-04-27T19:48:30,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-28,24,11.1,17.5,24,11.1,17.5,-1.7,28.3,0,0,0,,0,0,46.4,21,281.2,1024.2,8.7,16,316.8,27.2,10,,2025-04-28T05:58:11,2025-04-28T19:49:32,0.03,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-29,24.9,13.4,19.6,24.9,13.4,19.6,4.6,38.1,0,0,0,,0,0,59.2,25.9,207.1,1018.9,25.6,16,288.4,24.8,10,,2025-04-29T05:56:52,2025-04-29T19:50:35,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-30,23.1,17.6,20.9,23.1,17.6,20.9,3.6,35.9,0,0,0,,0,0,57.2,28.5,298.8,1014.5,35.2,16,310.8,26.7,10,,2025-04-30T05:55:34,2025-04-30T19:51:37,0.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-01,20.6,11.2,16,20.6,11.2,16,0.5,36,0,0,0,,0,0,38.9,18.9,88.5,1019.6,46,16,301.3,26,10,,2025-05-01T05:54:18,2025-05-01T19:52:39,0.13,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-02,28.6,13.7,20.5,28,13.7,20.5,12.6,63.4,0,0,0,,0,0,56.2,19.3,209.1,1011.5,60.2,13.8,203.1,17.5,9,,2025-05-02T05:53:02,2025-05-02T19:53:41,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-03,29.4,17.9,23.2,28.6,17.9,23.1,13.8,57.1,0.344,100,4.17,rain,0,0,58.3,29.4,199.3,1010.9,42.1,14.7,284,24.6,9,,2025-05-03T05:51:48,2025-05-03T19:54:43,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-04,20.9,16,18.1,20.9,16,18.1,15.1,83,4.043,100,45.83,rain,0,0,42.5,16.9,131,1013,83.4,11.3,125.4,10.9,9,,2025-05-04T05:50:35,2025-05-04T19:55:45,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-05,16.4,14.9,15.5,16.4,14.9,15.5,14,90.6,17.441,100,50,rain,0,0,35.3,17.4,68.8,1018.2,100,4.1,55.4,4.6,2,,2025-05-05T05:49:23,2025-05-05T19:56:47,0.26,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-06,17.9,14,15.9,17.9,14,15.9,14.1,89.1,7.913,100,41.67,rain,0,0,44.3,22.3,122.1,1017,95.9,6.2,60,5.2,3,,2025-05-06T05:48:13,2025-05-06T19:57:48,0.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-07,23.5,13.5,18.5,23.5,13.5,18.5,9.5,57.8,0.37,100,8.33,rain,0,0,55.4,14.5,232.6,1014.7,57,15.9,241,20.8,10,,2025-05-07T05:47:04,2025-05-07T19:58:49,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-08,24.7,15.8,19.7,24.7,15.8,19.7,11.1,59.1,0,0,0,,0,0,35.3,23.7,67,1015.5,67.4,15.8,209.4,18.1,8,,2025-05-08T05:45:56,2025-05-08T19:59:50,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-09,16,12.2,14,16,12.2,14,11.7,86,12.381,100,45.83,rain,0,0,44.6,22.1,25.2,1012.6,99.3,10.7,39.2,3.4,2,,2025-05-09T05:44:50,2025-05-09T20:00:50,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-10,22.7,10.4,16.4,22.7,10.4,16.4,3.9,48.4,0,0,0,,0,0,64.8,25.9,298.6,1013.7,52.3,16,324,28,10,,2025-05-10T05:43:45,2025-05-10T20:01:51,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-11,25.2,14.9,20.3,25.2,14.9,20.3,2.8,32.3,0,0,0,,0,0,50,19.7,328.6,1022,18.9,16,308.7,26.8,10,,2025-05-11T05:42:42,2025-05-11T20:02:50,0.47,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-12,22.3,13.4,18.2,22.3,13.4,18.2,3.7,40.5,0,0,0,,0,0,31.7,12.5,110.3,1025.1,26.9,16,288.2,24.8,10,,2025-05-12T05:41:40,2025-05-12T20:03:50,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-13,20.1,15,18.1,20.1,15,18.1,13.7,76.2,1.329,100,12.5,rain,0,0,27.7,17.4,77.7,1021.6,78.4,14.5,86.1,7.6,3,,2025-05-13T05:40:40,2025-05-13T20:04:49,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-14,16.9,14.1,15.4,16.9,14.1,15.4,13.8,90.1,26.096,100,87.5,rain,0,0,46.4,18.2,63.1,1018,100,6.3,64.8,5.5,7,,2025-05-14T05:39:42,2025-05-14T20:05:47,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,F1417,KNYC,72503014732"
new york city,2025-05-15,20.2,15.3,17.6,20.2,15.3,17.6,15.3,87,0.067,100,4.17,rain,0,0,35.3,12.5,51.8,1012.1,97.1,6.7,150.6,13.1,9,,2025-05-15T05:38:45,2025-05-15T20:06:45,0.6,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-16,21.9,16.8,18.9,21.9,16.8,18.9,16.4,85.8,3.11,100,8.33,rain,0,0,38.9,12.4,121.3,1008,79.5,7.6,127,11,7,,2025-05-16T05:37:49,2025-05-16T20:07:43,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-17,27.7,17.4,22.4,27.6,17.4,22.3,15.1,66.9,0,0,0,,0,0,59.1,25.2,227.3,1001.2,53.1,12.9,235,20.4,10,,2025-05-17T05:36:55,2025-05-17T20:08:40,0.67,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-18,23.1,16.6,19.9,23.1,16.6,19.9,8.5,48,0,0,0,,0,0,58.8,30,280.9,1002.4,66.2,16,247.2,21.3,10,,2025-05-18T05:36:03,2025-05-18T20:09:36,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-19,20.8,13.1,17,20.8,13.1,17,4.3,44.8,0,0,0,,0,0,57.9,36,305.6,1007.8,39.5,16,306.1,26.6,10,,2025-05-19T05:35:13,2025-05-19T20:10:32,0.74,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-20,19.1,9.6,14.3,19.1,7.7,14.1,3.5,48.9,0,0,0,,0,0,50,23.8,5,1013.8,22.8,16,295.9,25.7,10,,2025-05-20T05:34:25,2025-05-20T20:11:27,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-21,15,9.8,12,15,6.8,11.8,7.2,72.2,1.692,100,25,rain,0,0,44.6,26.5,97.6,1015.3,99.9,15.3,46.9,3.7,2,,2025-05-21T05:33:38,2025-05-21T20:12:21,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-22,11,9.1,9.9,11,6.4,8.6,7.8,86.9,22.037,100,75,rain,0,0,41.7,27.2,54.3,1010.3,99.9,10.6,50,4.3,2,,2025-05-22T05:32:53,2025-05-22T20:13:15,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-23,16.7,8.7,11.5,16.7,7.7,11.5,7.8,78.5,4.953,100,29.17,rain,0,0,45.1,20.5,306.1,1009.6,98,14.3,110.7,9.7,5,,2025-05-23T05:32:09,2025-05-23T20:14:08,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-24,17.7,10,13.7,17.7,8.5,13.6,5.9,60.6,0.147,100,8.33,rain,0,0,53.4,30,279.8,1013.7,81.6,16,210,18.1,9,,2025-05-24T05:31:28,2025-05-24T20:15:00,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-25,18.8,11.5,15.4,18.8,11.5,15.4,6,54.3,0,0,0,,0,0,61,27,302,1018.6,69.9,16,171,14.8,7,,2025-05-25T05:30:48,2025-05-25T20:15:51,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-26,22.5,11.9,17.3,22.5,11.9,17.3,6.5,51.2,0,0,0,,0,0,35.3,16,346.8,1022.3,26.4,16,312,26.9,10,,2025-05-26T05:30:10,2025-05-26T20:16:41,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-27,23.3,14,18.9,23.3,14,18.9,8.3,51.7,0,0,0,,0,0,35.3,12.7,202.3,1026.2,29.4,16,222.9,19.5,7,,2025-05-27T05:29:35,2025-05-27T20:17:30,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-28,18.6,12.1,15.6,18.6,12.1,15.6,8.2,62.8,10.704,100,33.33,rain,0,0,36.8,24.4,145.2,1025,75.9,14,96.3,8.4,4,,2025-05-28T05:29:01,2025-05-28T20:18:18,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-29,19.4,12.5,15.7,19.4,12.5,15.7,13.3,86.1,1.515,100,37.5,rain,0,0,38.9,25.5,42.7,1016.5,87.7,12.7,108,9.3,3,,2025-05-29T05:28:29,2025-05-29T20:19:05,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-30,23.5,16.8,19.1,23.5,16.8,19.1,15.1,77.7,0,0,0,,0,0,37.9,20.8,174.9,1004.8,82.3,14.7,220.2,19,10,,2025-05-30T05:27:58,2025-05-30T20:19:51,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-31,19.9,13,16.9,19.9,13,16.9,10.7,68.3,11.508,100,25,rain,0,0,60.7,29.6,287.7,991.9,85.7,13.4,218.6,18.8,9,,2025-05-31T05:27:30,2025-05-31T20:20:36,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-06-01,18.7,10.7,14.9,18.7,10.7,14.9,3.8,48.9,0,0,0,,0,0,51.1,28.3,265.6,1005.6,65.7,16,203.2,17.6,10,,2025-06-01T05:27:04,2025-06-01T20:21:20,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-06-02,21.7,12,17.1,21.7,12,17.1,6,49.3,0,0,0,,0,0,36.8,11.7,279.2,1014.6,45.8,16,303.5,26.2,10,,2025-06-02T05:26:40,2025-06-02T20:22:03,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-06-03,25.9,14,20.2,25.9,14,20.2,6,42.4,0,0,0,,0,0,35.3,19.6,126.8,1020,18.2,16,323.3,28,10,,2025-06-03T05:26:17,2025-06-03T20:22:44,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-06-04,27.9,16.8,22.6,27.9,16.8,22.6,11.7,50.9,0,0,0,,0,0,40.7,21.6,174.8,1021.3,21.9,16,310.2,26.7,10,,2025-06-04T05:25:57,2025-06-04T20:23:24,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
